player_name_clean,first_year,final_year,seasons_played,total_games,avg_pts,career_span,is_one_and_done
Will Simonton,2012,2016,4,92,1.77,5,False
Bak Bak,2010,2013,4,89,1.76,4,False
Isaiah Rhine,2009,2012,4,104,1.76,4,False
Joe Hanstad,2012,2015,4,68,1.76,4,False
Ryan Haggerty,2010,2013,4,108,1.76,4,False
Alan Flannigan,2012,2015,4,84,1.75,4,False
Chris Egi,2015,2018,4,51,1.75,4,False
Ed Rolax,2009,2012,4,89,1.75,4,False
Matt Titchenal,2009,2012,4,35,1.75,4,False
Michael Hurt,2017,2020,4,111,1.75,4,False
Steve Moore,2009,2012,4,120,1.75,4,False
Toliver Freeman,2017,2020,4,43,1.75,4,False
Austin Mills,2013,2016,4,68,1.74,4,False
Buay Koka,2018,2021,4,46,1.74,4,False
Cheikh N'Diaye,2014,2017,4,78,1.74,4,False
Jabari Edwards,2009,2012,4,90,1.74,4,False
Joe Hanel,2015,2018,4,79,1.74,4,False
Matthew Cotton,2014,2017,4,82,1.74,4,False
William Douglas,2018,2021,4,72,1.74,4,False
Ifeanyi Umezurike,2016,2020,4,61,1.73,5,False
Kenny Paul Geno,2014,2017,4,104,1.72,4,False
Kievyn Lila-St Rose,2012,2015,4,68,1.72,4,False
Quinton Ray,2014,2017,4,104,1.72,4,False
Stephen Wilson,2011,2014,4,100,1.72,4,False
Christian Wolf,2009,2013,4,79,1.71,5,False
Danny Rubin,2011,2014,4,90,1.71,4,False
Jackson Aldridge,2012,2015,4,100,1.71,4,False
Luke Johnson,2018,2021,4,63,1.71,4,False
Ray Jerome,2017,2020,4,40,1.71,4,False
Taj Owens,2013,2016,4,80,1.71,4,False
Colin Klebon,2010,2013,4,56,1.7,4,False
Derek Sloan,2015,2018,4,85,1.7,4,False
Jordan Tyson,2015,2019,4,90,1.7,5,False
Tim Harrison,2017,2020,4,74,1.7,4,False
Trey Ford,2016,2019,4,16,1.7,4,False
John Manning,2012,2015,4,95,1.69,4,False
Kj Lee,2009,2016,4,61,1.69,8,False
Cayne Edwards,2016,2019,4,45,1.68,4,False
Clayton Le Sann,2017,2020,4,75,1.68,4,False
Dale Francis,2013,2016,4,111,1.68,4,False
Jacob Kurtz,2012,2015,4,83,1.68,4,False
Zach Fields,2010,2013,4,67,1.68,4,False
Jalen Courtney,2011,2015,4,66,1.67,5,False
Jimmy Sherburne,2010,2014,4,70,1.67,5,False
Kendell Ramlal,2014,2018,4,96,1.67,5,False
Samson George,2018,2021,4,41,1.67,4,False
Luke Adams,2012,2015,4,64,1.66,4,False
Pat Bergmann,2009,2012,4,103,1.66,4,False
Tony Sabato,2013,2016,4,90,1.66,4,False
Austin Torres,2015,2018,4,120,1.65,4,False
Lucas Devenny,2010,2014,4,103,1.65,5,False
Rashad Andrews,2015,2018,4,55,1.65,4,False
Cameron Benford,2018,2021,4,100,1.64,4,False
Dera Nd-Ezuma,2010,2013,4,96,1.63,4,False
Javier Lacunza,2013,2016,4,67,1.63,4,False
Joshua Batson,2014,2017,4,88,1.63,4,False
Trent Buttrick,2018,2021,4,79,1.63,4,False
Jared Williams,2009,2012,4,55,1.62,4,False
Bates Jones,2018,2021,4,94,1.61,4,False
Charlie Enquist,2009,2012,4,84,1.61,4,False
Chris Bass,2009,2012,4,123,1.61,4,False
Matt Morrison,2011,2014,4,88,1.61,4,False
Dau Jok,2011,2014,4,81,1.6,4,False
Jai Williams,2015,2018,4,57,1.6,4,False
Patrick Ryan,2014,2017,4,6,1.6,4,False
Riley Till,2018,2021,4,61,1.59,4,False
Robbie Lemons,2011,2014,4,80,1.59,4,False
Blake Simpson,2015,2018,4,92,1.58,4,False
Jared Bryant,2012,2016,4,64,1.58,5,False
Scott Sill,2013,2016,4,45,1.58,4,False
Conor Smith,2009,2012,4,49,1.57,4,False
Trey McDonald,2012,2015,4,102,1.57,4,False
Anthony Mayo,2011,2014,4,95,1.56,4,False
Brock Bertram,2018,2021,4,75,1.56,4,False
Milan Mijovic,2015,2018,4,86,1.56,4,False
Nick Gorski,2014,2017,4,97,1.56,4,False
Shane Benton,2013,2016,4,60,1.56,4,False
David Levitch,2014,2017,4,89,1.55,4,False
Jarid Watson,2012,2015,4,96,1.55,4,False
Jimmy Marshall,2014,2017,4,89,1.55,4,False
Elhanan Bone,2009,2012,4,55,1.54,4,False
Zach Chu,2012,2015,4,8,1.54,4,False
Brandon Regis,2010,2014,4,87,1.53,5,False
Cameron Posey,2018,2021,4,86,1.53,4,False
Darcy Malone,2014,2017,4,93,1.53,4,False
Dave Lamore,2012,2015,4,66,1.53,4,False
Doug Archer,2010,2013,4,82,1.53,4,False
Shelby Moats,2012,2015,4,86,1.53,4,False
Tyler Wood,2011,2014,4,95,1.53,4,False
Braden Burke,2017,2021,4,54,1.52,5,False
Cole Harrison,2014,2018,4,75,1.52,5,False
Jarred Guest,2012,2015,4,124,1.52,4,False
Luke Rosinski,2017,2020,4,63,1.52,4,False
Tyler Clement,2015,2018,4,105,1.52,4,False
Dylan Haines,2014,2017,4,71,1.51,4,False
Clark Lammert,2012,2015,4,75,1.5,4,False
David Chadwick,2011,2015,4,66,1.49,5,False
Peter Barba,2016,2019,4,43,1.49,4,False
Carl Engstrom,2011,2014,4,82,1.48,4,False
Kris Brown,2010,2013,4,72,1.48,4,False
Mike Leblanc,2015,2018,4,54,1.48,4,False
Patrick Wrencher,2014,2017,4,76,1.48,4,False
Andrew Bargmann,2014,2017,4,36,1.47,4,False
Blake Huggins,2018,2021,4,39,1.47,4,False
Daniel Calandrillo,2010,2013,4,71,1.47,4,False
Ethan Lasko,2018,2021,4,42,1.47,4,False
Noah Springwater,2012,2015,4,84,1.47,4,False
Will Diiorio,2011,2014,4,96,1.47,4,False
Eric Anderson,2015,2018,4,45,1.46,4,False
Riley Maye,2011,2014,4,64,1.46,4,False
Evan Richard,2012,2015,4,71,1.45,4,False
Lawrence Smith,2010,2013,4,83,1.45,4,False
Anthony Kelley,2010,2013,4,57,1.44,4,False
Jamie Baker,2018,2021,4,9,1.44,4,False
Jaylon Floyd,2012,2015,4,115,1.44,4,False
Omari Minor,2011,2014,4,84,1.43,4,False
Roger Moute A Bidias,2014,2017,4,97,1.43,4,False
Ross Owens,2017,2020,4,51,1.43,4,False
Antonio Vrankovic,2016,2019,4,49,1.42,4,False
Chris Clement,2011,2014,4,60,1.42,4,False
Grant Vermeer,2014,2017,4,43,1.42,4,False
Joe Hill,2009,2012,4,64,1.42,4,False
Tragen Fahl,2018,2021,4,31,1.42,4,False
Colby Lewis,2010,2013,4,36,1.41,4,False
Nate Wells,2013,2016,4,83,1.41,4,False
Peter Ryckbosch,2013,2018,4,87,1.41,6,False
Sam Ibiezugbe,2017,2020,4,103,1.41,4,False
Trey Lenox,2017,2020,4,105,1.41,4,False
Andre Mattison,2010,2013,4,92,1.4,4,False
Kendall Jackson,2014,2017,4,62,1.4,4,False
Khristian Taylor,2012,2015,4,69,1.4,4,False
Nick Davidson,2014,2017,4,59,1.4,4,False
Nick Shepherd,2012,2015,4,95,1.39,4,False
Ervins Meznieks,2016,2019,4,55,1.38,4,False
Jace Tavita,2009,2013,4,86,1.38,5,False
Lesean Brown,2017,2020,4,62,1.38,4,False
Stephen Domingo,2013,2017,4,100,1.38,5,False
James Ringholt,2015,2018,4,68,1.37,4,False
Tyler Bergantino,2013,2016,4,113,1.37,4,False
Brandon St Louis,2012,2015,4,72,1.36,4,False
Erick Smith,2010,2013,4,55,1.36,4,False
John Comfort,2009,2012,4,48,1.36,4,False
Paris Bennett,2010,2013,4,76,1.36,4,False
Pieter Prinsloo,2011,2014,4,107,1.36,4,False
Ben Robertson,2017,2020,4,98,1.35,4,False
Marshall Graves,2017,2020,4,59,1.35,4,False
Dan Kingma,2015,2018,4,48,1.34,4,False
Jordan Hughes,2016,2019,4,54,1.34,4,False
Baryn Houston,2013,2016,4,62,1.33,4,False
Jamison Glover,2015,2018,4,24,1.33,4,False
Kj Smith,2017,2021,4,75,1.33,5,False
Xavier Smith,2014,2019,4,56,1.33,6,False
Alec Loehr,2018,2021,4,34,1.32,4,False
Anton Larsen,2011,2014,4,72,1.32,4,False
Deion Giddens,2012,2015,4,64,1.32,4,False
Dylan Hastings,2018,2021,4,96,1.32,4,False
Joe Kammerer,2011,2014,4,96,1.32,4,False
Nick Kerr,2012,2016,4,44,1.32,5,False
Garrett Butcher,2009,2012,4,120,1.31,4,False
Jovan Grujic,2016,2019,4,87,1.31,4,False
Justin Watts,2009,2012,4,121,1.31,4,False
Fletcher Larson,2012,2015,4,75,1.3,4,False
Jack Anton,2015,2018,4,84,1.3,4,False
Frank Ben-Eze,2009,2012,4,94,1.29,4,False
Jon McAllian,2010,2013,4,44,1.29,4,False
Josh Gomez,2012,2016,4,73,1.29,5,False
Kamali Chambers,2016,2019,4,65,1.29,4,False
Rhett Anderson,2009,2012,4,66,1.29,4,False
Seth Fuller,2017,2020,4,69,1.29,4,False
Adam Barnes,2010,2013,4,108,1.28,4,False
Corey Romich,2018,2021,4,69,1.28,4,False
Derrick Flowers,2018,2021,4,62,1.28,4,False
Ben Freeland,2013,2016,4,93,1.27,4,False
Kc Caudill,2012,2015,4,58,1.27,4,False
Nick Foreman,2009,2012,4,105,1.27,4,False
Allen Dickerson,2011,2014,4,66,1.26,4,False
Burton Sampson,2015,2018,4,91,1.26,4,False
Camryn Crocker,2012,2015,4,82,1.26,4,False
James Blasczyk,2009,2013,4,67,1.26,5,False
Victor Ojeleye,2009,2012,4,88,1.26,4,False
Josh Elbaum,2011,2014,4,123,1.25,4,False
Sergej Vucetic,2013,2017,4,50,1.25,5,False
Teddy Schickel,2009,2012,4,60,1.25,4,False
Blake Brumwell,2012,2015,4,92,1.24,4,False
Lloyd Burgess,2016,2019,4,44,1.24,4,False
Mamadou Doucoure,2018,2021,4,69,1.24,4,False
Tanner Borchardt,2016,2019,4,64,1.24,4,False
Cole Walton,2014,2017,4,72,1.23,4,False
Djordjije Mumin,2015,2018,4,66,1.23,4,False
Emerson Herndon,2009,2012,4,66,1.23,4,False
Milos Knezevic,2010,2013,4,71,1.23,4,False
Sam Norton,2016,2019,4,70,1.23,4,False
Aaron Geramipoor,2011,2014,4,92,1.22,4,False
Adam Wolf,2016,2019,4,26,1.22,4,False
Corey Heyward,2014,2017,4,95,1.22,4,False
Deverin Muff,2011,2015,4,99,1.22,5,False
Ibby Djimde,2012,2016,4,81,1.22,5,False
Kevin Kerley,2016,2019,4,16,1.22,4,False
Mike Hart,2010,2013,4,109,1.22,4,False
Nenad Tomic,2012,2015,4,62,1.22,4,False
Oliver Tot,2015,2018,4,104,1.22,4,False
Twany Beckham,2009,2013,4,68,1.22,5,False
Daniel Moore,2009,2012,4,106,1.21,4,False
Tim Henderson,2011,2014,4,90,1.21,4,False
Jesse Love,2016,2019,4,75,1.2,4,False
Kamil Janton,2009,2012,4,63,1.2,4,False
Jeremy Bogus,2012,2015,4,60,1.19,4,False
Joshua Nurse,2016,2020,4,85,1.18,5,False
Lance Richard,2015,2018,4,38,1.18,4,False
Dantai St Louis,2017,2020,4,84,1.17,4,False
Austin Pehl,2010,2013,4,90,1.16,4,False
Taylor Dunn,2010,2014,4,81,1.16,5,False
Thomas Ryan,2016,2019,4,34,1.16,4,False
Jon Hood,2010,2014,4,86,1.15,5,False
Jr Weston,2010,2013,4,46,1.15,4,False
Mason Aucoin,2017,2020,4,44,1.15,4,False
Max Twyman,2015,2019,4,89,1.15,5,False
Sam Fernley,2009,2012,4,63,1.15,4,False
Ben Eblen,2010,2014,4,123,1.14,5,False
Joey De La Rosa,2012,2015,4,53,1.14,4,False
Raphael Akpejiori,2011,2014,4,85,1.14,4,False
Tadas Kararinas,2018,2021,4,64,1.14,4,False
Aj Rogers,2009,2013,4,84,1.13,5,False
Andre Chatfield,2015,2018,4,44,1.13,4,False
Ausar Madison,2014,2017,4,38,1.13,4,False
Jordan Weathers,2011,2014,4,62,1.13,4,False
Terry Brutus,2013,2017,4,63,1.13,5,False
Viktor Juricek,2013,2016,4,77,1.13,4,False
Jarrod Polson,2011,2014,4,94,1.12,4,False
Josh Pierre,2013,2016,4,39,1.12,4,False
Noah Bramlage,2016,2019,4,45,1.12,4,False
Nourse Fox,2015,2018,4,101,1.12,4,False
Vince Legarza,2010,2013,4,79,1.12,4,False
Quasim Pugh,2009,2013,4,51,1.11,5,False
Eli Stalzer,2013,2016,4,79,1.1,4,False
Jabrille Williams,2012,2015,4,66,1.1,4,False
Kellen Blake,2015,2018,4,34,1.1,4,False
Luka Kraljevic,2018,2021,4,78,1.09,4,False
Dan Peera,2012,2015,4,86,1.08,4,False
Darius Stokes,2012,2015,4,66,1.08,4,False
Nikola Colovic,2017,2020,4,30,1.08,4,False
Sam Lindgren,2016,2019,4,30,1.08,4,False
Brandon Leftwich,2018,2021,4,55,1.07,4,False
Nick Fruendt,2009,2012,4,73,1.07,4,False
Aalim Moor,2010,2013,4,61,1.06,4,False
Charles Bohannon,2018,2021,4,44,1.06,4,False
Cory Jacobsen,2013,2016,4,40,1.06,4,False
Jacob Hazzard,2013,2016,4,43,1.06,4,False
Muhammed Conteh,2009,2012,4,89,1.06,4,False
Ryann Green,2012,2015,4,85,1.06,4,False
Trey Eckloff,2009,2012,4,63,1.06,4,False
Andrew Dakich,2014,2018,4,83,1.05,5,False
Les Smith,2011,2014,4,90,1.05,4,False
Logan Koch,2017,2020,4,35,1.05,4,False
Andrew Scocca,2013,2016,4,63,1.04,4,False
Ben Mills,2011,2014,4,55,1.04,4,False
Cameron Gunter,2011,2014,4,90,1.04,4,False
Corey Hensley,2012,2015,4,65,1.04,4,False
D'Erryl Williams,2014,2017,4,81,1.04,4,False
Dexter Gooding,2016,2019,4,41,1.04,4,False
Jackson Simmons,2012,2015,4,114,1.04,4,False
Joey Lane,2016,2019,4,36,1.04,4,False
Lamar Thomas,2009,2013,4,89,1.04,5,False
Torin Walker,2010,2014,4,71,1.04,5,False
Charlendez Brooks,2015,2018,4,70,1.03,4,False
Corey Redman,2016,2020,4,84,1.03,5,False
Jamal Gaines,2017,2021,4,39,1.03,5,False
Quincy Drye,2012,2015,4,17,1.03,4,False
Terrell Hales,2015,2018,4,109,1.03,4,False
Daniel Mitchell,2009,2012,4,65,1.02,4,False
Jordan Scurry,2017,2020,4,54,1.02,4,False
Julian Clarke,2011,2014,4,73,1.02,4,False
Kevin McShane,2009,2012,4,99,1.02,4,False
Mitchell Deter,2011,2014,4,33,1.02,4,False
Garvey Melmed,2015,2018,4,69,1.01,4,False
Jarrett Sutton,2009,2012,4,49,1.01,4,False
Fred Heldring,2011,2014,4,86,1.0,4,False
Greg Bowman,2015,2018,4,31,1.0,4,False
Jamal Mitchell,2011,2015,4,14,1.0,5,False
Keith Fuetsch,2010,2013,4,43,1.0,4,False
Matt Steelman,2009,2012,4,39,1.0,4,False
Nigel Shadd,2018,2021,4,35,1.0,4,False
Wayne Whiting,2009,2012,4,56,1.0,4,False
Hugo Naurais,2012,2015,4,64,0.99,4,False
Bray Barnes,2016,2019,4,53,0.98,4,False
Cameron Carmical,2018,2021,4,59,0.98,4,False
Damarkeo Lyshe,2012,2015,4,44,0.98,4,False
Marek Soucek,2012,2015,4,55,0.98,4,False
Steven Bennett,2014,2017,4,31,0.98,4,False
Trey Stacey,2015,2018,4,31,0.98,4,False
Aboubacar Diallo,2016,2019,4,92,0.97,4,False
Djibril Coulibaly,2009,2012,4,55,0.97,4,False
Ganlandou Cisse,2016,2020,4,44,0.97,5,False
Jake Drum,2009,2012,4,26,0.97,4,False
Matt Grogan,2010,2013,4,78,0.97,4,False
Patrick Nyeko,2010,2013,4,89,0.97,4,False
Sam Mike,2011,2014,4,86,0.97,4,False
Trent Vanhorn,2014,2017,4,50,0.97,4,False
Trevis Jackson,2014,2017,4,78,0.97,4,False
Van Rolle,2014,2018,4,25,0.97,5,False
Brandon Oliver,2010,2013,4,64,0.96,4,False
Reggie King,2010,2013,4,63,0.96,4,False
Ryder Bowline,2014,2017,4,6,0.96,4,False
Goran Pantovic,2011,2014,4,46,0.95,4,False
John Robert Simon,2014,2017,4,82,0.95,4,False
Kwesi Abakah,2014,2017,4,108,0.95,4,False
Lucas Campbell,2016,2019,4,16,0.95,4,False
Sebastian Norman,2012,2015,4,65,0.95,4,False
Vittorio Reynoso-Avila,2017,2021,4,33,0.95,5,False
Ace Stallings,2018,2021,4,47,0.94,4,False
Daniel Fisher,2010,2013,4,66,0.94,4,False
Alex Bates,2011,2015,4,81,0.93,5,False
Eso Akunne,2010,2013,4,49,0.93,4,False
Robert Mischler,2013,2016,4,56,0.93,4,False
Brad Woodson,2016,2019,4,21,0.92,4,False
Houston Kessler,2014,2017,4,104,0.92,4,False
Kyle Denning,2012,2015,4,35,0.92,4,False
Mark French,2017,2020,4,47,0.92,4,False
Schuyler Rimmer,2014,2017,4,62,0.92,4,False
Barry Cheaney,2012,2016,4,33,0.91,5,False
Christian Burton,2012,2015,4,45,0.91,4,False
Harrison Prieto,2018,2021,4,27,0.91,4,False
James Herrick,2015,2018,4,46,0.91,4,False
Max Martino,2012,2015,4,87,0.91,4,False
Barnett Harris,2014,2017,4,112,0.9,4,False
Ryan McClurg,2015,2018,4,15,0.9,4,False
Taylor Wagener,2010,2013,4,56,0.9,4,False
Cal Reichwein,2017,2020,4,31,0.88,4,False
Caleb Davis,2017,2020,4,13,0.88,4,False
Gaston Diedhiou,2015,2018,4,57,0.88,4,False
Joe Schwartz,2015,2018,4,8,0.88,4,False
Mark Noble,2014,2017,4,13,0.88,4,False
Matt Staubi,2015,2018,4,62,0.88,4,False
Josh Chojnacki,2011,2014,4,93,0.87,4,False
Michael Brown,2014,2018,4,61,0.87,5,False
Cole Welle,2015,2018,4,38,0.86,4,False
Kevin Canevari,2011,2014,4,129,0.86,4,False
Shawn Hempsey,2009,2012,4,81,0.86,4,False
Tom Pupavac,2018,2021,4,39,0.86,4,False
Lee Goldsbrough,2011,2014,4,97,0.85,4,False
Alexander Strating,2018,2021,4,60,0.84,4,False
John Benkoske,2009,2012,4,83,0.84,4,False
Lincoln Conrey,2017,2020,4,24,0.84,4,False
Maverick Smith,2018,2021,4,45,0.84,4,False
Richard Branning,2009,2012,4,14,0.84,4,False
Cj Baird,2018,2021,4,29,0.83,4,False
Joshua Ko,2014,2018,4,27,0.83,5,False
Kurt Karis,2014,2018,4,69,0.83,5,False
Nathaniel Musters,2013,2016,4,112,0.83,4,False
Staats Battle,2012,2015,4,24,0.83,4,False
Adam Thomas,2009,2012,4,49,0.82,4,False
Chris Teahan,2018,2021,4,42,0.82,4,False
Conor Voss,2014,2017,4,66,0.82,4,False
Jordan Lawson,2011,2014,4,76,0.82,4,False
Brian Hornstein,2011,2015,4,42,0.81,5,False
Jason McMillan,2017,2020,4,48,0.81,4,False
Luis Flores,2010,2013,4,57,0.8,4,False
Zack Tobler,2014,2017,4,35,0.8,4,False
Corey Raley-Ross,2011,2014,4,57,0.79,4,False
Doug Howard,2010,2013,4,26,0.79,4,False
Marius McAllister,2015,2018,4,37,0.79,4,False
Adida Ikongshul,2017,2020,4,76,0.78,4,False
Jeff Harris,2009,2012,4,19,0.78,4,False
John Rinaldi,2014,2017,4,99,0.78,4,False
Alex Jacobson,2009,2012,4,68,0.77,4,False
Colby Wollenman,2012,2016,4,81,0.77,5,False
Collin Luther,2015,2018,4,75,0.77,4,False
Edwind McGhee,2011,2014,4,69,0.77,4,False
Evan Maschmeyer,2012,2015,4,76,0.77,4,False
Jeff Havenstein,2011,2014,4,104,0.77,4,False
Jordan Juenemann,2009,2012,4,44,0.77,4,False
Matt Rosenwinkel,2014,2017,4,48,0.77,4,False
Milade Lola-Charles,2009,2012,4,78,0.77,4,False
Oj Lewis,2013,2016,4,31,0.77,4,False
Hank Davis,2014,2017,4,18,0.76,4,False
Joe Kirby,2015,2018,4,58,0.76,4,False
Mitch Roelke,2011,2014,4,55,0.76,4,False
Joey Moreau,2010,2013,4,29,0.75,4,False
Malachi Rice,2018,2021,4,10,0.75,4,False
Steven Cruz,2011,2014,4,23,0.75,4,False
Brandon Eddlestone,2014,2017,4,29,0.74,4,False
James Erger,2010,2013,4,101,0.74,4,False
Michael Schlotman,2014,2017,4,50,0.74,4,False
Rob Murphy,2009,2013,4,15,0.74,5,False
Stephen Shockley,2010,2013,4,47,0.74,4,False
Ben Resner,2011,2014,4,30,0.73,4,False
Chris Avenant,2011,2014,4,60,0.73,4,False
Jabari Joyner,2010,2013,4,52,0.73,4,False
Travis Light,2018,2021,4,30,0.73,4,False
Christien Sager,2012,2015,4,78,0.72,4,False
Connor Klementowicz,2017,2020,4,25,0.72,4,False
Gavin Hoffmann,2012,2015,4,65,0.72,4,False
Phillip Johnson,2014,2017,4,70,0.72,4,False
Ted Friedman,2014,2018,4,104,0.72,5,False
Tim Priller,2015,2018,4,35,0.72,4,False
Dalton Dry,2015,2018,4,47,0.71,4,False
John Miller,2016,2019,4,47,0.71,4,False
Justice Obasohan,2016,2019,4,38,0.71,4,False
Khyan Rayner,2014,2017,4,53,0.71,4,False
Nick Powell,2015,2018,4,41,0.71,4,False
Nick Wood,2013,2016,4,27,0.71,4,False
Reese Mona,2018,2021,4,55,0.71,4,False
Brian Katz,2009,2012,4,43,0.7,4,False
Desmond Hubert,2012,2015,4,113,0.7,4,False
Matt Brown,2011,2015,4,45,0.7,5,False
Alec Wulff,2015,2018,4,32,0.69,4,False
Chris Downing,2016,2019,4,29,0.69,4,False
Dolan Mahoney,2016,2019,4,23,0.69,4,False
Dwain Whitfield,2015,2019,4,80,0.69,5,False
Phillip Bach,2009,2012,4,23,0.69,4,False
Sam Hershberger,2013,2016,4,14,0.69,4,False
Travis Valmon,2017,2020,4,24,0.69,4,False
Mike Schroback,2015,2018,4,83,0.68,4,False
Stephen Toyra,2013,2016,4,34,0.68,4,False
Armani Dodson,2017,2020,4,13,0.67,4,False
Jonathan Wilfong,2014,2017,4,53,0.67,4,False
Nathan Watkins,2013,2016,4,36,0.67,4,False
Will Macoy,2017,2020,4,26,0.66,4,False
Chase Kammerer,2011,2014,4,53,0.65,4,False
Conner George,2017,2020,4,58,0.65,4,False
Drew Absher,2011,2014,4,29,0.65,4,False
Jonathan Benjamin,2010,2013,4,13,0.65,4,False
Marcus Blake,2012,2015,4,54,0.65,4,False
Mark Madden,2018,2021,4,38,0.65,4,False
Rory Fannon,2009,2012,4,90,0.65,4,False
Nick Hamilton,2015,2018,4,49,0.64,4,False
Pierson McAtee,2017,2020,4,60,0.64,4,False
Adam Mitola,2017,2020,4,55,0.63,4,False
Austin Katstra,2018,2021,4,27,0.63,4,False
Desmond Fleming,2014,2017,4,65,0.63,4,False
Holden Mobley,2012,2015,4,95,0.63,4,False
Justin Wesley,2010,2014,4,91,0.63,5,False
Malcolm Wynter,2017,2020,4,58,0.63,4,False
Marc Reininger,2017,2020,4,24,0.63,4,False
Mitch Hill,2015,2018,4,45,0.63,4,False
Tommy Luce,2017,2020,4,46,0.63,4,False
Brandon Reese,2009,2012,4,48,0.62,4,False
Lazar Bogdanovic,2010,2013,4,44,0.62,4,False
Pat Branin,2012,2015,4,53,0.61,4,False
Stilman White,2012,2017,4,87,0.61,6,False
Thomas Montigel,2011,2014,4,48,0.61,4,False
Tre Duncan,2012,2015,4,19,0.61,4,False
Daniel Wallace,2015,2018,4,45,0.6,4,False
Dru Anthrop,2010,2013,4,50,0.6,4,False
Joey Asbury,2011,2014,4,58,0.6,4,False
Chris Clerkley,2017,2020,4,53,0.59,4,False
Corey Person,2010,2013,4,32,0.59,4,False
Karl Moton,2010,2014,4,26,0.59,5,False
Rashed Anthony,2015,2018,4,118,0.59,4,False
Evan Manning,2013,2016,4,41,0.58,4,False
Jeff Laidig,2013,2016,4,119,0.58,4,False
Tyler McNeely,2011,2014,4,9,0.58,4,False
Zach Korkowski,2013,2016,4,29,0.58,4,False
Balsa Dragovic,2016,2019,4,11,0.57,4,False
Brady Rudrud,2017,2020,4,20,0.57,4,False
David McKinley,2010,2013,4,48,0.57,4,False
Freddy Poole,2015,2018,4,31,0.57,4,False
John Moody,2010,2013,4,13,0.57,4,False
Kyle Dobbins,2013,2016,4,35,0.57,4,False
Malcolm Laws,2015,2018,4,24,0.57,4,False
Peter Hanley,2016,2019,4,42,0.57,4,False
Samer Madarani,2009,2012,4,29,0.57,4,False
Collin McManus,2016,2020,4,35,0.56,5,False
Justin Brickman,2014,2017,4,30,0.56,4,False
Justin Lindner,2018,2021,4,29,0.56,4,False
Rodney Herenton,2017,2020,4,29,0.56,4,False
Evan Anderson,2012,2016,4,43,0.55,5,False
Ford Stuen,2013,2016,4,26,0.55,4,False
James Love Iii,2018,2021,4,39,0.55,4,False
Keith Oddo,2017,2020,4,24,0.55,4,False
Michael Klebon,2016,2019,4,24,0.55,4,False
Reid Aube,2014,2017,4,55,0.55,4,False
Thomas Blake,2014,2017,4,22,0.55,4,False
D'Quan Applewhite,2017,2020,4,13,0.54,4,False
David Bloom,2015,2018,4,51,0.54,4,False
Greg Tarca,2015,2018,4,19,0.54,4,False
Travis Avery,2013,2016,4,51,0.54,4,False
Walker Miller,2018,2021,4,68,0.54,4,False
Austin Witherill,2015,2018,4,48,0.53,4,False
Mitch McCormick,2013,2016,4,30,0.53,4,False
Nick Fruscio,2017,2020,4,28,0.53,4,False
Tyler Underwood,2017,2021,4,49,0.53,5,False
Walt McGrory,2018,2021,4,36,0.53,4,False
Beau Brown,2017,2020,4,25,0.52,4,False
Kyle Perricone,2010,2013,4,20,0.52,4,False
Peter McMillan,2010,2013,4,38,0.52,4,False
Thomas Odom,2011,2014,4,14,0.52,4,False
Trevor Osborn,2014,2017,4,15,0.52,4,False
Will Reigel,2009,2012,4,77,0.52,4,False
Ali Mackay,2012,2015,4,59,0.51,4,False
Greg Donlon,2013,2017,4,28,0.51,5,False
Jimmy McDonnell,2012,2015,4,53,0.51,4,False
Ben Whitlatch,2011,2014,4,22,0.5,4,False
Ethan Norton,2018,2021,4,20,0.5,4,False
Jamal White,2009,2013,4,17,0.5,5,False
John Caprio,2011,2014,4,51,0.5,4,False
Lawson Schaffer,2016,2019,4,56,0.5,4,False
Stephen Osu,2015,2018,4,24,0.5,4,False
Anson Moye,2014,2017,4,62,0.49,4,False
Charles Holt,2010,2013,4,26,0.49,4,False
Matthew Jiles,2015,2018,4,62,0.49,4,False
Patrick Keim,2015,2018,4,47,0.49,4,False
Drew Crabtree,2014,2017,4,34,0.48,4,False
Jake McDowell,2014,2017,4,61,0.48,4,False
Travis Rollo,2013,2016,4,67,0.48,4,False
Zeke Schneider,2010,2013,4,74,0.48,4,False
Aaron Moesch,2015,2018,4,73,0.47,4,False
Donyell Marshall Jr,2017,2020,4,41,0.47,4,False
Michael Ritchie,2018,2021,4,25,0.47,4,False
Zach Young,2015,2018,4,56,0.47,4,False
Andrew Dick,2010,2013,4,18,0.46,4,False
Andrew Pavloff,2010,2013,4,39,0.46,4,False
Clay Weatherspoon,2017,2021,4,37,0.46,5,False
Daniel Edwards,2011,2015,4,30,0.46,5,False
George Muresan,2017,2020,4,32,0.46,4,False
Treadwell Lewis,2010,2013,4,21,0.46,4,False
Troy Rike,2015,2018,4,23,0.46,4,False
Cj Cole,2014,2017,4,53,0.45,4,False
David Hinton,2010,2013,4,75,0.45,4,False
Jordan Borucki,2010,2014,4,17,0.45,5,False
Preston Laird,2009,2012,4,38,0.45,4,False
Rem Bakamus,2013,2017,4,46,0.45,5,False
Alex Eppensteiner,2010,2013,4,28,0.44,4,False
Billy Murphy,2013,2016,4,43,0.44,4,False
Brycen Bush,2018,2021,4,16,0.44,4,False
Campbell Donovan,2018,2021,4,25,0.44,4,False
Casey Woodring,2014,2017,4,25,0.44,4,False
Emerson Bursis,2012,2015,4,28,0.44,4,False
