player_name_clean,first_year,final_year,seasons_played,total_games,avg_pts,career_span,is_one_and_done
Cole Larue,2021,2021,1,18,2.52,1,True
Dante Bailey,2017,2017,1,27,2.52,1,True
Jaylen Clark,2021,2021,1,31,2.52,1,True
Lu'Cye Patterson,2021,2021,1,21,2.52,1,True
Nate Ferguson,2021,2021,1,21,2.52,1,True
Rahamanh Katumbusi Ii,2016,2016,1,25,2.52,1,True
Sean Haluska,2009,2009,1,31,2.52,1,True
Alex Capitano,2021,2021,1,6,2.5,1,True
Angel Smith,2020,2020,1,3,2.5,1,True
Austin Hood,2010,2010,1,6,2.5,1,True
Byron Breland Iii,2020,2020,1,23,2.5,1,True
Cameron Glover,2012,2012,1,2,2.5,1,True
Chaylyn Martin,2020,2020,1,14,2.5,1,True
Colin Just,2017,2017,1,1,2.5,1,True
Demarcus Blunt,2010,2010,1,2,2.5,1,True
Demarcus Phillips,2011,2011,1,8,2.5,1,True
Devin McBride,2010,2010,1,2,2.5,1,True
Dwayne Harvey,2011,2011,1,22,2.5,1,True
Frank Jakubicek,2021,2021,1,19,2.5,1,True
Harold Doby,2011,2011,1,26,2.5,1,True
Ian Persaud,2010,2010,1,8,2.5,1,True
Ja'Cardo Hawkins,2017,2017,1,26,2.5,1,True
Jalen Stephens-Holmes,2018,2018,1,6,2.5,1,True
Javen Hedgeman,2020,2020,1,3,2.5,1,True
Jermaine Morgan,2015,2015,1,21,2.5,1,True
Jimmy Sherwood,2009,2009,1,2,2.5,1,True
Judah Jordan,2020,2020,1,17,2.5,1,True
Kentrell Washington,2013,2013,1,6,2.5,1,True
Kevin Wagner,2012,2012,1,18,2.5,1,True
Lamonta Stone Ii,2016,2016,1,2,2.5,1,True
Malcolm Simmons,2016,2016,1,4,2.5,1,True
Malik Rhodes,2018,2018,1,26,2.5,1,True
Marvin Fitzgerald,2011,2011,1,18,2.5,1,True
Mike Chandler,2016,2016,1,20,2.5,1,True
Miles Oliver,2019,2019,1,2,2.5,1,True
Oumar Ballo,2021,2021,1,24,2.5,1,True
Robyn Missa,2015,2015,1,22,2.5,1,True
Shayar Lee,2009,2009,1,22,2.5,1,True
Tanner Shulman,2021,2021,1,10,2.5,1,True
Tre-Vaughn Minott,2021,2021,1,8,2.5,1,True
Ty Bynum,2017,2017,1,32,2.5,1,True
Ugur Hortum,2016,2016,1,24,2.5,1,True
Yunio Barrueta,2013,2013,1,24,2.5,1,True
Sam Mitchell,2009,2009,1,35,2.49,1,True
Chris Whitehead,2014,2014,1,29,2.48,1,True
Drummond Jones,2009,2009,1,25,2.48,1,True
Elijah Watson,2015,2015,1,26,2.48,1,True
Frantisek Barton,2021,2021,1,21,2.48,1,True
Glenn Baral,2014,2014,1,27,2.48,1,True
Jordan Dembley,2015,2015,1,22,2.48,1,True
Ky'Re Allison,2017,2017,1,22,2.48,1,True
Andre Ferguson,2017,2017,1,17,2.47,1,True
Andrew Ferguson,2019,2019,1,16,2.47,1,True
Gabriel Moton,2011,2011,1,34,2.47,1,True
York Benjamin,2018,2018,1,12,2.47,1,True
Aj Hoggard,2021,2021,1,26,2.46,1,True
Andre Clark,2009,2009,1,24,2.46,1,True
Chris McCall,2011,2011,1,24,2.46,1,True
Domantas Sakickas,2021,2021,1,13,2.46,1,True
Dylan Moseley,2009,2009,1,26,2.46,1,True
Jerome Alexander,2013,2013,1,26,2.46,1,True
Liam Lloyd,2021,2021,1,10,2.46,1,True
Reggie Guyton,2009,2009,1,13,2.46,1,True
Tyron Bain,2014,2014,1,24,2.46,1,True
Alex Malone,2009,2009,1,20,2.45,1,True
Aron Walker,2011,2011,1,20,2.45,1,True
Christian Cornelius,2009,2009,1,11,2.45,1,True
Dyondre Dominguez,2021,2021,1,11,2.45,1,True
Kyle Carey,2017,2017,1,18,2.45,1,True
Luke Nedrow,2019,2019,1,29,2.45,1,True
Marin Kukoc,2012,2012,1,33,2.45,1,True
Olivier-Maxence Prosper,2021,2021,1,22,2.45,1,True
Shimeek Johnson,2010,2010,1,29,2.45,1,True
Troy Stancil,2016,2016,1,31,2.45,1,True
Tytan Anderson,2021,2021,1,11,2.45,1,True
Ata Turgut,2021,2021,1,9,2.44,1,True
Austin Kuemper,2013,2013,1,9,2.44,1,True
Cam Delaney,2015,2015,1,18,2.44,1,True
Chris Connor,2011,2011,1,27,2.44,1,True
Jaccoby Anderson,2012,2012,1,25,2.44,1,True
William Jeffress Jr,2021,2021,1,16,2.44,1,True
Adam Hess,2021,2021,1,4,2.43,1,True
Bradley George,2017,2017,1,30,2.43,1,True
Brandon Chambers,2009,2009,1,7,2.43,1,True
Richie Spillier,2014,2014,1,28,2.43,1,True
Wade Jackson,2021,2021,1,14,2.43,1,True
A'Torey Everett,2017,2017,1,23,2.42,1,True
Alston Andrews,2021,2021,1,11,2.42,1,True
Cory Stanton,2011,2011,1,33,2.42,1,True
Jarryd Hoppo,2020,2020,1,22,2.42,1,True
Jp Robinson,2020,2020,1,28,2.42,1,True
Kellen Manek,2018,2018,1,8,2.42,1,True
Ronald Polite,2021,2021,1,19,2.42,1,True
Vlatko Granic,2017,2017,1,22,2.42,1,True
Cleavon Barlow,2009,2009,1,17,2.41,1,True
Darnell Taylor,2015,2015,1,30,2.41,1,True
Davere Creighton,2018,2018,1,27,2.41,1,True
Demetrus Judge,2009,2009,1,17,2.41,1,True
Justice Green,2018,2018,1,20,2.41,1,True
Robert Palacios,2009,2009,1,22,2.41,1,True
Ryan Claflin,2021,2021,1,22,2.41,1,True
Ryan Stipanovich,2018,2018,1,26,2.41,1,True
Anthony Morales,2021,2021,1,5,2.4,1,True
Bennett Mohn,2021,2021,1,9,2.4,1,True
Bilal Shabazz,2021,2021,1,4,2.4,1,True
Dakota Quinn,2016,2016,1,25,2.4,1,True
Devon Jones,2009,2009,1,5,2.4,1,True
Evan Moorman,2017,2017,1,3,2.4,1,True
Joan Duran,2018,2018,1,19,2.4,1,True
Joel Lamb,2010,2010,1,25,2.4,1,True
River Reed,2018,2018,1,15,2.4,1,True
Teiano Hardee,2021,2021,1,8,2.4,1,True
Tyshaun Crawford,2019,2019,1,8,2.4,1,True
Zack Zaragoza,2009,2009,1,5,2.4,1,True
Marquis Sloan,2011,2011,1,28,2.39,1,True
Reid Wallace,2010,2010,1,23,2.39,1,True
Tanor Ngom,2021,2021,1,23,2.39,1,True
Abby Kabba,2009,2009,1,8,2.38,1,True
Abdullahi Mohamed,2020,2020,1,11,2.38,1,True
Adam Gore,2009,2009,1,13,2.38,1,True
Allen Aragbaye,2009,2009,1,16,2.38,1,True
Brandon Cutler,2011,2011,1,16,2.38,1,True
Darius Miles,2021,2021,1,16,2.38,1,True
Iakeem Alston,2015,2015,1,29,2.38,1,True
Jonathan Guevara,2018,2018,1,23,2.38,1,True
Josh Mishler,2017,2017,1,14,2.38,1,True
Joshua Mack,2010,2010,1,16,2.38,1,True
Julian McClurkin,2009,2009,1,29,2.38,1,True
Keigan Kerby,2019,2019,1,23,2.38,1,True
Leventrice Gray,2011,2011,1,29,2.38,1,True
Malik Henry,2021,2021,1,7,2.38,1,True
Pat Suemnick,2021,2021,1,15,2.38,1,True
Shaq Preston,2015,2015,1,6,2.38,1,True
Zeke Richards,2019,2019,1,28,2.38,1,True
Dajuan Harris,2021,2021,1,29,2.37,1,True
Kevaughn Ellis,2019,2019,1,27,2.37,1,True
Tyler Brimhall,2017,2017,1,16,2.37,1,True
Vontay Ott,2018,2018,1,23,2.37,1,True
Antwond Roshell,2011,2011,1,28,2.36,1,True
Christopher Rozier,2014,2014,1,25,2.36,1,True
Garvin Clarke,2021,2021,1,20,2.36,1,True
Martin Dixon-Green,2017,2017,1,22,2.36,1,True
Antonio Jones,2009,2009,1,20,2.35,1,True
Cam Young,2021,2021,1,25,2.35,1,True
Justin Wertner,2018,2018,1,18,2.35,1,True
Tt Carey,2010,2010,1,17,2.35,1,True
Tyrone Mattison,2009,2009,1,29,2.34,1,True
Wendale Farrow,2009,2009,1,29,2.34,1,True
Alton Tanner,2013,2013,1,15,2.33,1,True
Alvin Pegues,2009,2009,1,27,2.33,1,True
Antonio Pope,2009,2009,1,24,2.33,1,True
Bobby Riddell,2009,2009,1,27,2.33,1,True
Carter Mahaney,2021,2021,1,21,2.33,1,True
Chris Biekeu,2021,2021,1,15,2.33,1,True
Connor Creech,2021,2021,1,1,2.33,1,True
De'Aundray Robinson,2011,2011,1,21,2.33,1,True
Devin Butler,2021,2021,1,4,2.33,1,True
Devin Evans,2021,2021,1,12,2.33,1,True
Gedeon Buzangu,2021,2021,1,13,2.33,1,True
Giancarlo Sanchez,2021,2021,1,8,2.33,1,True
Ian Lee,2020,2020,1,25,2.33,1,True
Javontae Hopkins,2021,2021,1,14,2.33,1,True
Julian Roche,2018,2018,1,5,2.33,1,True
Kindon Crowder,2014,2014,1,15,2.33,1,True
Kyle Harding,2021,2021,1,22,2.33,1,True
Lj McIntosh,2014,2014,1,24,2.33,1,True
Michael Volovic,2014,2014,1,3,2.33,1,True
Randell Pickett,2017,2017,1,7,2.33,1,True
Rashamel Bulter,2021,2021,1,6,2.33,1,True
Russel Dean,2020,2020,1,30,2.33,1,True
Tony Toney,2021,2021,1,14,2.33,1,True
Travian Pomlee,2014,2014,1,21,2.33,1,True
Brian Seals,2009,2009,1,28,2.32,1,True
Charlie Thomas,2016,2016,1,31,2.32,1,True
Ja'Donta Blakely,2016,2016,1,28,2.32,1,True
Kenith Ward,2009,2009,1,25,2.32,1,True
Kyle Rhoades,2017,2017,1,23,2.32,1,True
Lazar Nikolic,2018,2018,1,31,2.32,1,True
Mikeal Brown-Jones,2021,2021,1,25,2.32,1,True
Chris Welker,2011,2011,1,29,2.31,1,True
Darlinstone Dubar,2021,2021,1,16,2.31,1,True
Evan Joyner,2021,2021,1,12,2.31,1,True
Lee Richmond,2018,2018,1,12,2.31,1,True
Parris Massey,2014,2014,1,26,2.31,1,True
Rashawn Fredericks,2019,2019,1,35,2.31,1,True
Brandon Wright,2019,2019,1,23,2.3,1,True
Camden Miller,2010,2010,1,20,2.3,1,True
Cj Seaforth,2018,2018,1,20,2.3,1,True
D'Avian Houston,2021,2021,1,8,2.3,1,True
Marceis Davis,2011,2011,1,10,2.3,1,True
Primitivo Gomez,2016,2016,1,10,2.3,1,True
Ross Ryan,2019,2019,1,24,2.3,1,True
Russell Hill,2012,2012,1,20,2.3,1,True
Alex Godette,2011,2011,1,14,2.29,1,True
Drew Comer,2021,2021,1,5,2.29,1,True
Dwayne Gutridge,2011,2011,1,7,2.29,1,True
Jemarl Baker,2019,2019,1,28,2.29,1,True
Kiyron Powell,2021,2021,1,13,2.29,1,True
Luke Devine,2009,2009,1,28,2.29,1,True
Max Murrell,2021,2021,1,21,2.29,1,True
Phillip Smith,2019,2019,1,6,2.29,1,True
Rodney Haddix Ii,2009,2009,1,24,2.29,1,True
Tyquon Jordan,2018,2018,1,4,2.29,1,True
Darnell Jackson,2012,2012,1,25,2.28,1,True
Mitchell Hampton,2009,2009,1,18,2.28,1,True
Nico Aguirre,2020,2020,1,16,2.28,1,True
Sean Kane,2009,2009,1,18,2.28,1,True
Andersson Garcia,2021,2021,1,11,2.27,1,True
Ater Majok,2010,2010,1,26,2.27,1,True
Blake Spellman,2017,2017,1,9,2.27,1,True
David Jones,2021,2021,1,14,2.27,1,True
Devin Nicholson,2020,2020,1,10,2.27,1,True
Ibrahim Dosunmu,2018,2018,1,11,2.27,1,True
Jalen McCallum,2015,2015,1,11,2.27,1,True
Keaton Turner,2021,2021,1,15,2.27,1,True
Lado Laku,2021,2021,1,10,2.27,1,True
Lawrence Cage,2009,2009,1,11,2.27,1,True
Vaughn Morgan,2013,2013,1,15,2.27,1,True
Caleb London,2021,2021,1,20,2.26,1,True
Jacobby Bledsoe,2014,2014,1,23,2.26,1,True
Kamau Gordon,2009,2009,1,31,2.26,1,True
Marek Welsch,2020,2020,1,25,2.26,1,True
Stargell Love,2011,2011,1,23,2.26,1,True
Trey Hall,2021,2021,1,19,2.26,1,True
Asa Shannon,2020,2020,1,3,2.25,1,True
Brandon Neel,2016,2016,1,4,2.25,1,True
Bruce Grimm,2010,2010,1,16,2.25,1,True
Darnell Butler Jr,2019,2019,1,4,2.25,1,True
Erik Talton,2021,2021,1,15,2.25,1,True
Hollis Hill,2011,2011,1,28,2.25,1,True
James Berry Iii,2021,2021,1,4,2.25,1,True
Luke House,2021,2021,1,8,2.25,1,True
Luke Mergerson,2012,2012,1,8,2.25,1,True
Mike Josserand,2009,2009,1,28,2.25,1,True
Myles Rasnick,2019,2019,1,6,2.25,1,True
Therrell Gosier Ii,2019,2019,1,6,2.25,1,True
Alden Gibbs,2010,2010,1,21,2.24,1,True
Andy Dillon,2009,2009,1,21,2.24,1,True
Austin Allen,2012,2012,1,25,2.24,1,True
Carlton Linguard Jr,2021,2021,1,16,2.24,1,True
Hayden Curtiss,2021,2021,1,18,2.24,1,True
Jordan Geronimo,2021,2021,1,21,2.24,1,True
Mackenzie McFatten,2021,2021,1,22,2.23,1,True
Chuck Gavin,2018,2018,1,16,2.22,1,True
Donald Williams,2011,2011,1,9,2.22,1,True
Eddie Turner Iii,2020,2020,1,9,2.22,1,True
Kolbe Caldwell,2018,2018,1,27,2.22,1,True
Patrick Strzala,2018,2018,1,27,2.22,1,True
Quadry Adams,2021,2021,1,9,2.22,1,True
Rogdrick Craig,2009,2009,1,23,2.22,1,True
Seth Coy,2009,2009,1,23,2.22,1,True
Breki Gylfason,2019,2019,1,21,2.21,1,True
Cole Henry,2021,2021,1,17,2.21,1,True
Daniel Ogoro,2021,2021,1,20,2.21,1,True
George Jackson,2010,2010,1,19,2.21,1,True
Tauron Bailey,2013,2013,1,29,2.21,1,True
Andre Hatchett,2011,2011,1,25,2.2,1,True
Andrea Bernardi,2018,2018,1,20,2.2,1,True
Bryant Thomas,2018,2018,1,9,2.2,1,True
Cannon Broussard,2018,2018,1,2,2.2,1,True
Carrington McCaskill,2020,2020,1,4,2.2,1,True
David Diakite,2009,2009,1,5,2.2,1,True
Jaekwon Carlyle,2018,2018,1,5,2.2,1,True
James Sanders Iv,2021,2021,1,4,2.2,1,True
Juwan Grant,2018,2018,1,13,2.2,1,True
Kaleb Scott,2021,2021,1,13,2.2,1,True
Kavon Rose,2009,2009,1,15,2.2,1,True
Klay Brown,2019,2019,1,25,2.2,1,True
Madison Monroe,2020,2020,1,19,2.2,1,True
Otis Frazier Iii,2021,2021,1,14,2.2,1,True
S Robinson,2019,2019,1,5,2.2,1,True
Stephen Kite,2009,2009,1,5,2.2,1,True
Te'Jon Sawyer,2021,2021,1,12,2.2,1,True
Terence Traylor,2017,2017,1,10,2.2,1,True
Zahar Vedischev,2021,2021,1,5,2.2,1,True
Adrian Burton,2011,2011,1,21,2.19,1,True
Brian Gibson,2011,2011,1,21,2.19,1,True
Cataurius Taylor,2010,2010,1,27,2.19,1,True
Charles Foster,2016,2016,1,21,2.19,1,True
Ivan Dorsey,2013,2013,1,16,2.19,1,True
Jerami Grace,2017,2017,1,24,2.19,1,True
Luke Kasubke,2021,2021,1,16,2.19,1,True
Marcel Burton,2019,2019,1,16,2.19,1,True
Ryan Custer,2017,2017,1,30,2.19,1,True
Shae Mitchell,2020,2020,1,14,2.19,1,True
Temjae Singleton,2015,2015,1,19,2.19,1,True
Adam Chmielewski,2011,2011,1,28,2.18,1,True
Danny Kolp,2021,2021,1,11,2.18,1,True
George Deleon,2010,2010,1,17,2.18,1,True
Jacoby Davis,2014,2014,1,28,2.18,1,True
Jayde Dawson,2014,2014,1,28,2.18,1,True
Matej Svoboda,2018,2018,1,28,2.18,1,True
Mike Kurtz,2011,2011,1,28,2.18,1,True
Romello Wilbert,2019,2019,1,14,2.18,1,True
Akil Douglas,2017,2017,1,11,2.17,1,True
Brad Gilson,2013,2013,1,6,2.17,1,True
Calvin Johnson,2009,2009,1,29,2.17,1,True
Chris Rollins,2018,2018,1,8,2.17,1,True
Craig Randall,2016,2016,1,24,2.17,1,True
Jared White,2013,2013,1,23,2.17,1,True
Mikhail Linskens,2009,2009,1,24,2.17,1,True
Peter Harris,2010,2010,1,18,2.17,1,True
Peyton Urbancic,2021,2021,1,4,2.17,1,True
Toneari Lane,2021,2021,1,12,2.17,1,True
Aaron Wilson,2009,2009,1,19,2.16,1,True
Christopher Ikuenobe,2016,2016,1,25,2.16,1,True
Jason Briggs,2009,2009,1,25,2.16,1,True
Rashawn Browne,2016,2016,1,32,2.16,1,True
Aidan Prukop,2021,2021,1,19,2.15,1,True
Baba Diallo,2011,2011,1,27,2.15,1,True
Chris Kanne,2009,2009,1,26,2.15,1,True
Corey Barrett,2015,2015,1,27,2.15,1,True
Eric Hester,2017,2017,1,20,2.15,1,True
Issa Samake,2021,2021,1,25,2.15,1,True
Kevin Osawe,2021,2021,1,26,2.15,1,True
Kurt Graeber,2009,2009,1,27,2.15,1,True
Marcus Bell,2013,2013,1,13,2.15,1,True
Nemanja Milosevic,2010,2010,1,27,2.15,1,True
Teslim Idris,2016,2016,1,27,2.15,1,True
Tre Hansbrough,2016,2016,1,20,2.15,1,True
Troy Leaf,2011,2011,1,27,2.15,1,True
Zach Loveday,2021,2021,1,13,2.15,1,True
Zach Padgett,2013,2013,1,20,2.15,1,True
Blake Furcron,2020,2020,1,27,2.14,1,True
Branden Sheppard,2016,2016,1,29,2.14,1,True
Brandon Brady,2018,2018,1,13,2.14,1,True
Jaxson Robinson,2021,2021,1,14,2.14,1,True
Jr Barnes,2015,2015,1,6,2.14,1,True
Klemen Vuga,2021,2021,1,14,2.14,1,True
Malcolm Little,2021,2021,1,4,2.14,1,True
Max Banchy,2013,2013,1,22,2.14,1,True
Nino Hernandez,2019,2019,1,21,2.14,1,True
Shaq Athie,2019,2019,1,19,2.14,1,True
Tyrone Wooten,2016,2016,1,22,2.14,1,True
Will Scott,2009,2009,1,21,2.14,1,True
Damir Suljagic,2009,2009,1,23,2.13,1,True
Isaiah Bujdoso,2019,2019,1,29,2.13,1,True
Kenny Russell,2009,2009,1,23,2.13,1,True
Will Baker,2020,2020,1,23,2.13,1,True
Adrien Garr,2009,2009,1,8,2.12,1,True
Bj Fitzgerald,2019,2019,1,22,2.12,1,True
Daniel Ransom,2021,2021,1,15,2.12,1,True
Eddie D'Haiti,2010,2010,1,26,2.12,1,True
Horace Wyatt Jr,2019,2019,1,22,2.12,1,True
Jaden Nielsen-Skinner,2021,2021,1,12,2.12,1,True
Jiovanni Miles,2020,2020,1,7,2.12,1,True
Khristian Lander,2021,2021,1,26,2.12,1,True
Phillip Russell,2021,2021,1,8,2.12,1,True
Pierce Hellums,2021,2021,1,5,2.12,1,True
Taron Oliver,2016,2016,1,17,2.12,1,True
Thaddeus Rideau,2014,2014,1,8,2.12,1,True
Anthony Oliver Ii,2018,2018,1,19,2.11,1,True
Brice Jenkins,2011,2011,1,28,2.11,1,True
Craig Porter Jr,2021,2021,1,17,2.11,1,True
Jakari Bush,2013,2013,1,9,2.11,1,True
Justin Tucker,2017,2017,1,24,2.11,1,True
Tramaine Johnson,2009,2009,1,19,2.11,1,True
Trevin Wade,2021,2021,1,7,2.11,1,True
Tyler Riemersma,2018,2018,1,27,2.11,1,True
Tyrone Brown,2012,2012,1,28,2.11,1,True
Zameron Boozer,2021,2021,1,7,2.11,1,True
Ej Jarvis,2020,2020,1,8,2.1,1,True
Josh Duell,2009,2009,1,21,2.1,1,True
Luka Sakota,2020,2020,1,19,2.1,1,True
Michael Boone,2009,2009,1,20,2.1,1,True
Morgan Kelly,2009,2009,1,22,2.09,1,True
Toles Hartman,2011,2011,1,23,2.09,1,True
Brandon Hollinger,2009,2009,1,24,2.08,1,True
Curtis Jackson,2009,2009,1,25,2.08,1,True
Gabriel Wuor,2021,2021,1,11,2.08,1,True
George Dimitri Floras,2015,2015,1,26,2.08,1,True
Kensha Johnson,2009,2009,1,25,2.08,1,True
Mitchell Farr,2012,2012,1,13,2.08,1,True
Payton Wilson,2018,2018,1,11,2.08,1,True
Taylor Stevens,2011,2011,1,13,2.08,1,True
Youssoupha Kane,2015,2015,1,24,2.08,1,True
Aaron Murphy,2021,2021,1,13,2.07,1,True
Chandler Davis,2019,2019,1,25,2.07,1,True
Devon Peterson,2011,2011,1,15,2.07,1,True
Dwayne Walker,2021,2021,1,13,2.07,1,True
George Brock,2017,2017,1,13,2.07,1,True
Hayden Hefner,2021,2021,1,15,2.07,1,True
Kajuan Watson,2010,2010,1,14,2.07,1,True
Keishon Porter,2021,2021,1,14,2.07,1,True
Malek Harris,2015,2015,1,27,2.07,1,True
Matthew Urbach,2019,2019,1,12,2.07,1,True
Dajuan Madden,2020,2020,1,14,2.06,1,True
Danny Cheek,2012,2012,1,16,2.06,1,True
John McCoy,2020,2020,1,32,2.06,1,True
Roger Guardia,2011,2011,1,18,2.06,1,True
Rundell Mauge,2012,2012,1,18,2.06,1,True
Sam Craft,2016,2016,1,18,2.06,1,True
Treshawn Hagood,2012,2012,1,17,2.06,1,True
Tyler McGhie,2021,2021,1,15,2.06,1,True
Chibuzo Agbo,2021,2021,1,22,2.05,1,True
Connor Wheeler,2016,2016,1,22,2.05,1,True
Drake Muller,2021,2021,1,18,2.05,1,True
Fredrick Wilson,2011,2011,1,19,2.05,1,True
Nate Martin,2021,2021,1,20,2.05,1,True
Ryan Krueger,2019,2019,1,21,2.05,1,True
Tony Bagtas,2014,2014,1,20,2.05,1,True
Chris Balham,2009,2009,1,27,2.04,1,True
Daijon Macklien,2015,2015,1,22,2.04,1,True
Michael Eads,2021,2021,1,24,2.04,1,True
Terrence Parkes,2009,2009,1,27,2.04,1,True
Alex White,2009,2009,1,30,2.03,1,True
Brandone Francis-Ramirez,2016,2016,1,29,2.03,1,True
Jan Grzelinski,2015,2015,1,32,2.03,1,True
Levan Shawn Alston Jr,2016,2016,1,31,2.03,1,True
Addison Smith,2009,2009,1,29,2.0,1,True
Adrian Hernandez,2009,2009,1,2,2.0,1,True
Aj Rainey,2021,2021,1,2,2.0,1,True
Amaru Bryant,2019,2019,1,6,2.0,1,True
Arik Armstead,2014,2014,1,1,2.0,1,True
Brandon McGhee,2019,2019,1,26,2.0,1,True
Brian Saunders,2011,2011,1,1,2.0,1,True
Byron Burt,2017,2017,1,3,2.0,1,True
Caleb Bates,2021,2021,1,1,2.0,1,True
Cam Christon,2018,2018,1,13,2.0,1,True
Casiem Drummond,2009,2009,1,2,2.0,1,True
Charles Henderson Jr,2019,2019,1,7,2.0,1,True
Charles O'Briant,2018,2018,1,1,2.0,1,True
Cody Lay,2010,2010,1,1,2.0,1,True
Colby Kyle,2020,2020,1,1,2.0,1,True
Connor Jean,2015,2015,1,1,2.0,1,True
Daine Muller,2017,2017,1,20,2.0,1,True
Dante Jennings,2010,2010,1,1,2.0,1,True
Davante Pope,2017,2017,1,2,2.0,1,True
Davante Robinson,2021,2021,1,3,2.0,1,True
David Terrell,2010,2010,1,1,2.0,1,True
Desmond Maxwell,2014,2014,1,3,2.0,1,True
Devon McCain,2021,2021,1,3,2.0,1,True
Dylon Maggio,2015,2015,1,25,2.0,1,True
Elijah Bridgers,2021,2021,1,3,2.0,1,True
Filip Fullerton,2019,2019,1,2,2.0,1,True
Gebreal Samaha,2020,2020,1,24,2.0,1,True
Grant Hollander,2015,2015,1,1,2.0,1,True
Greg Noack,2014,2014,1,27,2.0,1,True
Hezekiah Quinlan,2021,2021,1,11,2.0,1,True
Hichem Benayad-Cherif,2012,2012,1,5,2.0,1,True
Ja'Cori Wilson,2019,2019,1,26,2.0,1,True
Ja'Mere Redus,2020,2020,1,1,2.0,1,True
Ja'Queze Kirby,2021,2021,1,10,2.0,1,True
Ja'Von Benson,2021,2021,1,3,2.0,1,True
Jackson Gore,2021,2021,1,2,2.0,1,True
Jacob Jennissen,2021,2021,1,1,2.0,1,True
Jaden Quinerly,2021,2021,1,1,2.0,1,True
Jake Lieppert,2021,2021,1,12,2.0,1,True
James Griffin,2015,2015,1,19,2.0,1,True
James Jones,2017,2017,1,12,2.0,1,True
James Walker Iii,2011,2011,1,24,2.0,1,True
Jamin Lackey,2016,2016,1,17,2.0,1,True
Jaroslav Moravek,2015,2015,1,2,2.0,1,True
Javonte Brown,2021,2021,1,2,2.0,1,True
Jay Mitchell,2009,2009,1,14,2.0,1,True
Je'Quan Perry,2018,2018,1,9,2.0,1,True
Jeff Jackson,2011,2011,1,5,2.0,1,True
Jermaine Davis Ii,2016,2016,1,5,2.0,1,True
Joel Gierbolini,2011,2011,1,5,2.0,1,True
Jonathan Salazar,2021,2021,1,10,2.0,1,True
Jordan Herrera,2012,2012,1,3,2.0,1,True
Jordan Richeson,2020,2020,1,2,2.0,1,True
Jordan Smalls,2021,2021,1,6,2.0,1,True
Josh Speidel,2020,2020,1,1,2.0,1,True
Judah Brown,2021,2021,1,21,2.0,1,True
Justin Wesolowski,2009,2009,1,7,2.0,1,True
Keith Benford,2014,2014,1,4,2.0,1,True
Keith Ross,2011,2011,1,4,2.0,1,True
Kyle Jazwiecki,2009,2009,1,3,2.0,1,True
Leon Carswell Ii,2014,2014,1,1,2.0,1,True
Malcolm L Brent,2017,2017,1,12,2.0,1,True
Marcus Lawrence,2010,2010,1,28,2.0,1,True
Matt Favaro,2009,2009,1,1,2.0,1,True
Matt Gardner,2012,2012,1,1,2.0,1,True
Mawot Mag,2021,2021,1,12,2.0,1,True
Michael Jenkins,2010,2010,1,4,2.0,1,True
Mike Harris,2009,2009,1,5,2.0,1,True
Mike Sagay,2017,2017,1,15,2.0,1,True
Mudiaga Okagbare,2015,2015,1,2,2.0,1,True
Myles Jerrett,2011,2011,1,1,2.0,1,True
Myles Washington,2021,2021,1,2,2.0,1,True
Nathan Smith,2016,2016,1,2,2.0,1,True
Nicholas Evtimov,2021,2021,1,2,2.0,1,True
Nick Mabbutt,2012,2012,1,6,2.0,1,True
Nick Pringle,2021,2021,1,13,2.0,1,True
Noah Baylis,2021,2021,1,1,2.0,1,True
Okay Djamgouz,2021,2021,1,17,2.0,1,True
Patrick Fisher,2017,2017,1,1,2.0,1,True
Patrick Rucker,2019,2019,1,25,2.0,1,True
Peyton Taylor,2021,2021,1,17,2.0,1,True
Quentin Hodge,2021,2021,1,12,2.0,1,True
Quest Harris,2021,2021,1,12,2.0,1,True
Rj Forbes,2020,2020,1,1,2.0,1,True
Rory Pantophlet,2021,2021,1,13,2.0,1,True
Ryan Sovranko,2015,2015,1,1,2.0,1,True
Samson Ruzhentsev,2021,2021,1,20,2.0,1,True
Seryee Lewis,2021,2021,1,17,2.0,1,True
Simeon Henton,2018,2018,1,9,2.0,1,True
Spence Purnell,2011,2011,1,1,2.0,1,True
Steve Carver,2011,2011,1,2,2.0,1,True
Tanner Mans,2021,2021,1,19,2.0,1,True
Teddy Ochieng,2019,2019,1,4,2.0,1,True
Tellef Lundevall,2012,2012,1,21,2.0,1,True
Terrance Tubbs,2009,2009,1,2,2.0,1,True
Therone Tillett,2014,2014,1,3,2.0,1,True
Tionne Rollins,2020,2020,1,27,2.0,1,True
Tj Johnson,2014,2014,1,17,2.0,1,True
Tom Piscina,2010,2010,1,1,2.0,1,True
Tommy McMahon,2009,2009,1,2,2.0,1,True
Trae Bremer,2013,2013,1,8,2.0,1,True
Travon Mayo,2019,2019,1,1,2.0,1,True
Tre McNeil,2012,2012,1,1,2.0,1,True
Trevion Lamar,2020,2020,1,13,2.0,1,True
Tyler Cutter,2009,2009,1,16,2.0,1,True
Tyvoris Solomon,2018,2018,1,8,2.0,1,True
Vinny Ferrari,2018,2018,1,1,2.0,1,True
Will Garvey,2021,2021,1,1,2.0,1,True
Willie Hankins,2012,2012,1,2,2.0,1,True
Zac Taylor,2009,2009,1,9,2.0,1,True
Ze'Rik Onyema,2021,2021,1,2,2.0,1,True
